DEBUG:__main__:[set search_path to workloada]:   495 us
DEBUG:__main__:[UPDATE warehouse SET W_YTD = W_YTD + 9213.21 WHERE W_ID = 10 RETURNING W_STREET_1, W_STREET_2, W_CITY, W_STATE, W_ZIP]:   3493 us
DEBUG:__main__:[UPDATE district SET D_YTD = D_YTD + 9213.21 WHERE D_W_ID = 10 and D_ID = 2 returning D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP]:   1610 us
DEBUG:__main__:[UPDATE customer SET C_BALANCE = C_BALANCE - 9213.21, C_YTD_PAYMENT = C_YTD_PAYMENT + 9213.21, C_PAYMENT_CNT = C_PAYMENT_CNT + 1 WHERE C_W_ID = 10 and C_D_ID = 2 and C_ID = 2190 RETURNING C_W_ID, C_D_ID, C_ID, C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_SINCE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE]:   11202 us
INFO:__main__:======================================= running tx PaymentTxParams takes 0.26787400245666504 second ================================
DEBUG:__main__:[ WITH customer_ny AS (select C_ID, C_W_ID, C_D_ID, C_FIRST, C_MIDDLE, C_LAST, C_BALANCE from customer where (C_ID, C_W_ID, C_D_ID) in ((9, 2, 9))), order_ny AS (select o_w_id, o_d_id, o_c_id, o_id, o_entry_d, o_carrier_id from order_ori where (o_w_id, o_d_id, o_c_id) in ((2, 9, 9)) order by o_entry_d desc limit 1) select C_FIRST, C_MIDDLE, C_LAST, C_BALANCE, o_id, o_entry_d, o_carrier_id, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_delivery_d from order_line join order_ny ON order_line.ol_w_id=order_ny.o_w_id and order_line.ol_d_id=order_ny.o_d_id and order_line.ol_o_id=order_ny.o_id join customer_ny ON order_ny.o_w_id=customer_ny.C_W_ID and order_ny.o_d_id=customer_ny.C_D_ID and order_ny.o_c_id=customer_ny.C_ID; ]:   9130 us
INFO:__main__:======================================= running tx OrderStatusTxParams takes 0.0330350399017334 second ================================
DEBUG:__main__:[UPDATE district SET D_NEXT_O_ID = D_NEXT_O_ID + 1 WHERE D_W_ID = 1 and D_ID = 1 returning D_NEXT_O_ID, d_tax;]:   2537 us
DEBUG:__main__:[INSERT INTO order_ori (O_W_ID, O_D_ID, O_ID, O_C_ID, O_OL_CNT, O_ALL_LOCAL, O_ENTRY_D) VALUES (1,1,3025,1019,19,1, now()) RETURNING O_ENTRY_D]:   3951 us
DEBUG:__main__:[SELECT S_I_ID, S_QUANTITY FROM stock WHERE (S_W_ID, S_I_ID ) in ((1, 85719), (1, 51903), (1, 89319), (1, 43555), (1, 36479), (1, 48290), (1, 81638), (1, 53895), (1, 98014), (1, 14053), (1, 15580), (1, 23271), (1, 26055), (1, 27863), (1, 38295), (1, 48219), (1, 61079), (1, 61666), (1, 85654)) for update]:   1916 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 58, S_YTD = S_YTD + 3,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 85719]:   2019 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 22, S_YTD = S_YTD + 10,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 51903]:   1813 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 58, S_YTD = S_YTD + 8,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 89319]:   2173 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 17, S_YTD = S_YTD + 10,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 43555]:   2612 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 31, S_YTD = S_YTD + 2,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 36479]:   3061 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 38, S_YTD = S_YTD + 4,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 48290]:   7658 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 23, S_YTD = S_YTD + 4,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 81638]:   1780 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 31, S_YTD = S_YTD + 10,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 53895]:   2501 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 91, S_YTD = S_YTD + 7,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 98014]:   2178 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 12, S_YTD = S_YTD + 10,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 14053]:   1715 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 78, S_YTD = S_YTD + 6,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 15580]:   2588 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 61, S_YTD = S_YTD + 2,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 23271]:   2099 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 12, S_YTD = S_YTD + 10,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 26055]:   2469 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 93, S_YTD = S_YTD + 10,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 27863]:   2365 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 72, S_YTD = S_YTD + 8,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 38295]:   2574 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 47, S_YTD = S_YTD + 9,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 48219]:   2770 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 94, S_YTD = S_YTD + 5,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 61079]:   2057 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 77, S_YTD = S_YTD + 5,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 61666]:   2075 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 63, S_YTD = S_YTD + 3,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 85654]:   1598 us
DEBUG:__main__:[SELECT I_ID, I_PRICE, I_NAME FROM item WHERE I_ID in (14053, 15580, 23271, 26055, 27863, 36479, 38295, 43555, 48219, 48290, 51903, 53895, 61079, 61666, 81638, 85654, 85719, 89319, 98014);]:   3990 us
DEBUG:__main__:[INSERT INTO order_line (OL_W_ID, OL_D_ID, OL_O_ID, OL_NUMBER, OL_I_ID, OL_AMOUNT, OL_SUPPLY_W_ID, OL_QUANTITY, OL_DIST_INFO) values (1,1,3025,0,85719,267,1,3,'S_DIST_1'),(1,1,3025,1,51903,810,1,10,'S_DIST_1'),(1,1,3025,2,89319,712,1,8,'S_DIST_1'),(1,1,3025,3,43555,390,1,10,'S_DIST_1'),(1,1,3025,4,36479,136,1,2,'S_DIST_1'),(1,1,3025,5,48290,156,1,4,'S_DIST_1'),(1,1,3025,6,81638,148,1,4,'S_DIST_1'),(1,1,3025,7,53895,830,1,10,'S_DIST_1'),(1,1,3025,8,98014,539,1,7,'S_DIST_1'),(1,1,3025,9,14053,510,1,10,'S_DIST_1'),(1,1,3025,10,15580,318,1,6,'S_DIST_1'),(1,1,3025,11,23271,178,1,2,'S_DIST_1'),(1,1,3025,12,26055,590,1,10,'S_DIST_1'),(1,1,3025,13,27863,860,1,10,'S_DIST_1'),(1,1,3025,14,38295,112,1,8,'S_DIST_1'),(1,1,3025,15,48219,36,1,9,'S_DIST_1'),(1,1,3025,16,61079,370,1,5,'S_DIST_1'),(1,1,3025,17,61666,310,1,5,'S_DIST_1'),(1,1,3025,18,85654,126,1,3,'S_DIST_1')]:   13983 us
DEBUG:__main__:[SELECT W_TAX FROM warehouse WHERE W_ID = 1]:   1006 us
DEBUG:__main__:[SELECT C_DISCOUNT, C_LAST, C_CREDIT FROM customer WHERE C_W_ID = 1 and C_D_ID = 1 and C_ID = 1019]:   12863 us
INFO:__main__:======================================= running tx NewOrderTxParams takes 0.9495301246643066 second ================================
DEBUG:__main__:[ SELECT c_first, c_middle, c_last, c_balance, c_w_name, c_d_name FROM customer ORDER BY c_balance DESC LIMIT 10; ]:   61524 us
INFO:__main__:======================================= running tx TopBalanceTxParams takes 0.06984400749206543 second ================================
DEBUG:__main__:[ WITH customer_ny AS (select C_ID, C_W_ID, C_D_ID, C_FIRST, C_MIDDLE, C_LAST, C_BALANCE from customer where (C_ID, C_W_ID, C_D_ID) in ((7, 2, 7))), order_ny AS (select o_w_id, o_d_id, o_c_id, o_id, o_entry_d, o_carrier_id from order_ori where (o_w_id, o_d_id, o_c_id) in ((2, 7, 7)) order by o_entry_d desc limit 1) select C_FIRST, C_MIDDLE, C_LAST, C_BALANCE, o_id, o_entry_d, o_carrier_id, ol_i_id, ol_supply_w_id, ol_quantity, ol_amount, ol_delivery_d from order_line join order_ny ON order_line.ol_w_id=order_ny.o_w_id and order_line.ol_d_id=order_ny.o_d_id and order_line.ol_o_id=order_ny.o_id join customer_ny ON order_ny.o_w_id=customer_ny.C_W_ID and order_ny.o_d_id=customer_ny.C_D_ID and order_ny.o_c_id=customer_ny.C_ID; ]:   9783 us
INFO:__main__:======================================= running tx OrderStatusTxParams takes 0.03336811065673828 second ================================
DEBUG:__main__:[UPDATE district SET D_NEXT_O_ID = D_NEXT_O_ID + 1 WHERE D_W_ID = 1 and D_ID = 1 returning D_NEXT_O_ID, d_tax;]:   1637 us
DEBUG:__main__:[INSERT INTO order_ori (O_W_ID, O_D_ID, O_ID, O_C_ID, O_OL_CNT, O_ALL_LOCAL, O_ENTRY_D) VALUES (1,1,3026,2304,10,1, now()) RETURNING O_ENTRY_D]:   3269 us
DEBUG:__main__:[SELECT S_I_ID, S_QUANTITY FROM stock WHERE (S_W_ID, S_I_ID ) in ((1, 9383), (1, 14402), (1, 22183), (1, 24230), (1, 25958), (1, 71393), (1, 85670), (1, 94793), (1, 95463), (1, 95971)) for update]:   4837 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 24, S_YTD = S_YTD + 1,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 9383]:   2843 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 50, S_YTD = S_YTD + 6,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 14402]:   14320 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 75, S_YTD = S_YTD + 4,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 22183]:   1859 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 32, S_YTD = S_YTD + 5,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 24230]:   3262 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 52, S_YTD = S_YTD + 5,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 25958]:   2794 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 54, S_YTD = S_YTD + 7,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 71393]:   2193 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 76, S_YTD = S_YTD + 4,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 85670]:   2572 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 71, S_YTD = S_YTD + 9,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 94793]:   2350 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 61, S_YTD = S_YTD + 7,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 95463]:   2013 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 64, S_YTD = S_YTD + 5,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 95971]:   2298 us
DEBUG:__main__:[SELECT I_ID, I_PRICE, I_NAME FROM item WHERE I_ID in (9383, 14402, 22183, 24230, 25958, 71393, 85670, 94793, 95463, 95971);]:   2780 us
DEBUG:__main__:[INSERT INTO order_line (OL_W_ID, OL_D_ID, OL_O_ID, OL_NUMBER, OL_I_ID, OL_AMOUNT, OL_SUPPLY_W_ID, OL_QUANTITY, OL_DIST_INFO) values (1,1,3026,0,9383,62,1,1,'S_DIST_1'),(1,1,3026,1,14402,480,1,6,'S_DIST_1'),(1,1,3026,2,22183,32,1,4,'S_DIST_1'),(1,1,3026,3,24230,70,1,5,'S_DIST_1'),(1,1,3026,4,25958,165,1,5,'S_DIST_1'),(1,1,3026,5,71393,252,1,7,'S_DIST_1'),(1,1,3026,6,85670,232,1,4,'S_DIST_1'),(1,1,3026,7,94793,279,1,9,'S_DIST_1'),(1,1,3026,8,95463,343,1,7,'S_DIST_1'),(1,1,3026,9,95971,230,1,5,'S_DIST_1')]:   4405 us
DEBUG:__main__:[SELECT W_TAX FROM warehouse WHERE W_ID = 1]:   1115 us
DEBUG:__main__:[SELECT C_DISCOUNT, C_LAST, C_CREDIT FROM customer WHERE C_W_ID = 1 and C_D_ID = 1 and C_ID = 2304]:   1339 us
INFO:__main__:======================================= running tx NewOrderTxParams takes 0.7875020503997803 second ================================
DEBUG:__main__:[UPDATE district SET D_NEXT_O_ID = D_NEXT_O_ID + 1 WHERE D_W_ID = 1 and D_ID = 1 returning D_NEXT_O_ID, d_tax;]:   121249 us
DEBUG:__main__:[INSERT INTO order_ori (O_W_ID, O_D_ID, O_ID, O_C_ID, O_OL_CNT, O_ALL_LOCAL, O_ENTRY_D) VALUES (1,1,3027,2299,10,1, now()) RETURNING O_ENTRY_D]:   2622 us
DEBUG:__main__:[SELECT S_I_ID, S_QUANTITY FROM stock WHERE (S_W_ID, S_I_ID ) in ((1, 97502), (1, 16087), (1, 27607), (1, 31437), (1, 36423), (1, 73447), (1, 85463), (1, 89379), (1, 96995), (1, 97574)) for update]:   5281 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 25, S_YTD = S_YTD + 10,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 97502]:   1864 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 87, S_YTD = S_YTD + 2,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 16087]:   2752 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 37, S_YTD = S_YTD + 9,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 27607]:   2588 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 72, S_YTD = S_YTD + 7,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 31437]:   2834 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 94, S_YTD = S_YTD + 1,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 36423]:   3042 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 104, S_YTD = S_YTD + 3,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 73447]:   2377 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 105, S_YTD = S_YTD + 8,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 85463]:   2798 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 83, S_YTD = S_YTD + 3,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 89379]:   2171 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 10, S_YTD = S_YTD + 7,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 96995]:   3045 us
DEBUG:__main__:[UPDATE stock SET S_QUANTITY = 23, S_YTD = S_YTD + 5,S_ORDER_CNT = S_ORDER_CNT + 1 WHERE S_W_ID = 1 and S_I_ID = 97574]:   2126 us
DEBUG:__main__:[SELECT I_ID, I_PRICE, I_NAME FROM item WHERE I_ID in (16087, 27607, 31437, 36423, 73447, 85463, 89379, 96995, 97502, 97574);]:   2932 us
DEBUG:__main__:[INSERT INTO order_line (OL_W_ID, OL_D_ID, OL_O_ID, OL_NUMBER, OL_I_ID, OL_AMOUNT, OL_SUPPLY_W_ID, OL_QUANTITY, OL_DIST_INFO) values (1,1,3027,0,97502,650,1,10,'S_DIST_1'),(1,1,3027,1,16087,10,1,2,'S_DIST_1'),(1,1,3027,2,27607,774,1,9,'S_DIST_1'),(1,1,3027,3,31437,553,1,7,'S_DIST_1'),(1,1,3027,4,36423,94,1,1,'S_DIST_1'),(1,1,3027,5,73447,261,1,3,'S_DIST_1'),(1,1,3027,6,85463,432,1,8,'S_DIST_1'),(1,1,3027,7,89379,84,1,3,'S_DIST_1'),(1,1,3027,8,96995,238,1,7,'S_DIST_1'),(1,1,3027,9,97574,335,1,5,'S_DIST_1')]:   5375 us
DEBUG:__main__:[SELECT W_TAX FROM warehouse WHERE W_ID = 1]:   1172 us
DEBUG:__main__:[SELECT C_DISCOUNT, C_LAST, C_CREDIT FROM customer WHERE C_W_ID = 1 and C_D_ID = 1 and C_ID = 2299]:   2261 us
INFO:__main__:======================================= running tx NewOrderTxParams takes 0.7643511295318604 second ================================
DEBUG:__main__:[select o_d_id, MIN(o_id) from order_ori group by (o_w_id, o_d_id, o_carrier_id) having o_w_id = 8 and o_carrier_id is null;]:   78655 us
DEBUG:__main__:[update order_line set OL_DELIVERY_D =now() where (ol_w_id, ol_d_id, ol_o_id) in ((8, 1, 2103), (8, 2, 2103), (8, 3, 2103), (8, 4, 2103), (8, 5, 2103), (8, 6, 2103), (8, 7, 2103), (8, 8, 2103), (8, 9, 2103), (8, 10, 2103));]:   35062 us
DEBUG:__main__:[update order_ori set o_carrier_id=10 where (o_w_id, o_d_id, o_id) in ((8, 1, 2103), (8, 2, 2103), (8, 3, 2103), (8, 4, 2103), (8, 5, 2103), (8, 6, 2103), (8, 7, 2103), (8, 8, 2103), (8, 9, 2103), (8, 10, 2103)) returning o_d_id, o_id, o_c_id;]:   6888 us
DEBUG:__main__:[select ol_d_id, sum(ol_amount) from order_line where (ol_w_id, ol_d_id, ol_o_id) in ((8, 1, 2103), (8, 2, 2103), (8, 3, 2103), (8, 4, 2103), (8, 5, 2103), (8, 6, 2103), (8, 7, 2103), (8, 8, 2103), (8, 9, 2103), (8, 10, 2103)) group by (ol_w_id, ol_d_id, ol_o_id);]:   257200 us
DEBUG:__main__:[update customer set (C_BALANCE, C_DELIVERY_CNT) = (23561.70,C_DELIVERY_CNT+1) where c_w_id= 8 and c_d_id = 1 and c_id = 958;]:   3680 us
DEBUG:__main__:[update customer set (C_BALANCE, C_DELIVERY_CNT) = (52676.44,C_DELIVERY_CNT+1) where c_w_id= 8 and c_d_id = 2 and c_id = 104;]:   3173 us
DEBUG:__main__:[update customer set (C_BALANCE, C_DELIVERY_CNT) = (83992.96,C_DELIVERY_CNT+1) where c_w_id= 8 and c_d_id = 3 and c_id = 2506;]:   2975 us
DEBUG:__main__:[update customer set (C_BALANCE, C_DELIVERY_CNT) = (58748.86,C_DELIVERY_CNT+1) where c_w_id= 8 and c_d_id = 4 and c_id = 1678;]:   2405 us
DEBUG:__main__:[update customer set (C_BALANCE, C_DELIVERY_CNT) = (110159.11,C_DELIVERY_CNT+1) where c_w_id= 8 and c_d_id = 5 and c_id = 2698;]:   2039 us
DEBUG:__main__:[update customer set (C_BALANCE, C_DELIVERY_CNT) = (43073.09,C_DELIVERY_CNT+1) where c_w_id= 8 and c_d_id = 6 and c_id = 633;]:   2354 us
DEBUG:__main__:[update customer set (C_BALANCE, C_DELIVERY_CNT) = (41810.25,C_DELIVERY_CNT+1) where c_w_id= 8 and c_d_id = 7 and c_id = 1837;]:   2742 us
DEBUG:__main__:[update customer set (C_BALANCE, C_DELIVERY_CNT) = (33872.22,C_DELIVERY_CNT+1) where c_w_id= 8 and c_d_id = 8 and c_id = 858;]:   2931 us
DEBUG:__main__:[update customer set (C_BALANCE, C_DELIVERY_CNT) = (30483.47,C_DELIVERY_CNT+1) where c_w_id= 8 and c_d_id = 9 and c_id = 2250;]:   1839 us
DEBUG:__main__:[update customer set (C_BALANCE, C_DELIVERY_CNT) = (86335.13,C_DELIVERY_CNT+1) where c_w_id= 8 and c_d_id = 10 and c_id = 1951;]:   3588 us
INFO:__main__:======================================= running tx DeliveryTxParams takes 0.9702250957489014 second ================================
DEBUG:__main__:[UPDATE warehouse SET W_YTD = W_YTD + 156.5 WHERE W_ID = 4 RETURNING W_STREET_1, W_STREET_2, W_CITY, W_STATE, W_ZIP]:   3221 us
DEBUG:__main__:[UPDATE district SET D_YTD = D_YTD + 156.5 WHERE D_W_ID = 4 and D_ID = 7 returning D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP]:   2892 us
DEBUG:__main__:[UPDATE customer SET C_BALANCE = C_BALANCE - 156.5, C_YTD_PAYMENT = C_YTD_PAYMENT + 156.5, C_PAYMENT_CNT = C_PAYMENT_CNT + 1 WHERE C_W_ID = 4 and C_D_ID = 7 and C_ID = 2525 RETURNING C_W_ID, C_D_ID, C_ID, C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_SINCE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE]:   3579 us
INFO:__main__:======================================= running tx PaymentTxParams takes 0.29124999046325684 second ================================
DEBUG:__main__:[SELECT D_NEXT_O_ID FROM district WHERE D_W_ID = 10 AND D_ID = 10]:   2069 us
DEBUG:__main__:[ SELECT O_ID, O_ENTRY_D, C_FIRST, C_MIDDLE, C_LAST FROM order_ori JOIN customer ON order_ori.O_W_ID=customer.C_W_ID AND order_ori.O_D_ID=customer.C_D_ID AND order_ori.O_C_ID=customer.C_ID WHERE O_W_ID = 10 AND O_D_ID = 10 AND O_ID >= 2983 AND O_ID < 3001 ORDER BY O_ID ]:   10069 us
DEBUG:__main__:[WITH ol2 AS (SELECT OL_O_ID, OL_W_ID, OL_D_ID, MAX(OL_QUANTITY) AS MAX FROM order_line WHERE OL_W_ID = 10 AND OL_D_ID = 10 AND OL_O_ID >= 2983 AND OL_O_ID < 3001 GROUP BY OL_O_ID, OL_W_ID, OL_D_ID) SELECT order_line.OL_O_ID, order_line.OL_I_ID, item.I_NAME, order_line.OL_QUANTITY FROM order_line JOIN item ON order_line.OL_I_ID=item.I_ID INNER JOIN ol2 ON order_line.OL_O_ID=ol2.OL_O_ID AND order_line.OL_W_ID=ol2.OL_W_ID AND order_line.OL_D_ID=ol2.OL_D_ID AND OL_QUANTITY=MAX ORDER BY order_line.OL_O_ID ]:   91681 us
DEBUG:__main__:[ SELECT OL_I_ID, COUNT(*) FROM order_line WHERE OL_W_ID = 10 AND OL_D_ID = 10 AND OL_O_ID >= 2983 AND OL_O_ID < 3001 AND OL_I_ID = ANY ARRAY[77824,86531,22020,64523,3596,57873,92695,37399,6171,25628,79389,18972,92191,42528,69152,69154,75811,5667,95267,72744,21547,66603,69677,91191,83001,83005,7744,91714,42051,8778,84564,84053,85076,46680,4696,99931,28766,92769,63078,34925,41070,73328,45169,91763,55926,75384,29307,18557,11390,47230,42621,65154,28291,50821,81541,25222,80522,60042,97421,8335,2703,41618,23699,90777,16541,91294,92833,86691,26278,45223,12968,60585,71851,16051,9914,4286,79039,47807,28865,22722,25283,46274,80582,53965,8398,32465,58070,79065,23779,48870,78055,46311,76009,45290,24572,63727,86256,15601,36594,90355,87795,96498,72438,62203,16123,58109,38654,64263,263,83723,25358,35090,27925,12566,6940,34077,58654,39203,43811,26407,26414,66863,38705,8499,80693,75576,83776,4424,80201,40779,48972,62285,9550,26446,62301,56164,35688,32110,64879,64880,65398,50039,35192,64889,73591,35195,98169,24451,36739,61317,63879,5005,67475,48021,49046,55701,8600,58777,32673,91555,79268,95139,12197,96679,22947,44963,31660,91565,43950,48045,36275,36790,89014,92088,6073,48569,77243,46524,5561,75710,27584,93633,40389,51142,82886,85960,40910,66001,12246,60891,479,61407,49641,32234,56297,21997,12270,63984,94708,502,21495,75770,43515,8188,67069] GROUP BY OL_I_ID ]:   10040 us
INFO:__main__:======================================= running tx PopItemTxParams takes 0.22650408744812012 second ================================
DEBUG:__main__:[UPDATE warehouse SET W_YTD = W_YTD + 168.1 WHERE W_ID = 8 RETURNING W_STREET_1, W_STREET_2, W_CITY, W_STATE, W_ZIP]:   3777 us
DEBUG:__main__:[UPDATE district SET D_YTD = D_YTD + 168.1 WHERE D_W_ID = 8 and D_ID = 5 returning D_STREET_1, D_STREET_2, D_CITY, D_STATE, D_ZIP]:   2053 us
DEBUG:__main__:[UPDATE customer SET C_BALANCE = C_BALANCE - 168.1, C_YTD_PAYMENT = C_YTD_PAYMENT + 168.1, C_PAYMENT_CNT = C_PAYMENT_CNT + 1 WHERE C_W_ID = 8 and C_D_ID = 5 and C_ID = 1063 RETURNING C_W_ID, C_D_ID, C_ID, C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_SINCE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE]:   3326 us
INFO:__main__:======================================= running tx PaymentTxParams takes 0.309765100479126 second ================================
DEBUG:__main__:[SELECT D_NEXT_O_ID FROM district WHERE D_W_ID = 9 AND D_ID = 2]:   1922 us
